dataset,example_app_name,example_app_sha256,example_inner_path,library,so_name,so_sha256,abi,base_arch,task_architecture,project,library_version,feature,dolphin_feature_state,occurrence_count,apk_count,bench_binary,unique_binary,source_stored_so,result_json,gpt55_log,trajectory_dir,evidence
android,net.aliasvault.app.apk,86c1a9169460f4f48a50425b6f2b1fb087f3ab1887f68e9754058d79a86e1831,lib/arm64-v8a/libreactnativequickcrypto.so,libcrypto,libreactnativequickcrypto.so,3a04996d6eabd2cb22aa0405e9ebaad898fb04f20340ca46a2149b571d6394a4,arm64-v8a,arm64,arm64-0029-3a04996d6eab,openssl,1.0.1g,asm,off,1,1,bench/bin/openssl-1.0.1g/asm/stripped/on/android_libcrypto_0029_3a04996d6eab_gcc_O2_arm64-0029-3a04996d6eab,unique-binaries/libcrypto/3a04996d6eabd2cb22aa0405e9ebaad898fb04f20340ca46a2149b571d6394a4/libreactnativequickcrypto.so,libs/libcrypto/3a04996d6eabd2cb22aa0405e9ebaad898fb04f20340ca46a2149b571d6394a4/libreactnativequickcrypto.so,stage2/cp/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0029-3a04996d6eab__ref__openssl-1.0.1g__version_same.json,logs/stage2/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0029-3a04996d6eab__ref__openssl-1.0.1g__version_same.log,trajectories/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0029-3a04996d6eab__ref__openssl-1.0.1g__version_same,"Fast path unavailable; prioritized decompiled path was exhausted without observing any asm-specific OpenSSL semantics. Windows contained unrelated TLS/status-reg stubs, C++ destructors/constructors, typed-array move logic, and a public-key serialization wrapper calling EVP/RSA BIO routines, with no OPENSSL_cpuid_setup behavior, no BN_mod_exp_mont_consttime gather5/scatter5 path, and no BN_div bn_div_3_words fast path."
android,org.wesnoth.Wesnoth.apk,3b674235b93415507f365d768be4bc6b5b92e7b875669b6c974d1963e8088003,lib/arm64-v8a/libcrypto.so,libcrypto,libcrypto.so,4140603117ef5d00ea1de400f59f39583be16cbd1bbffbc0c17cfdd399d91d10,arm64-v8a,arm64,arm64-0033-4140603117ef,openssl,1.0.1g,asm,off,1,1,bench/bin/openssl-1.0.1g/asm/stripped/on/android_libcrypto_0033_4140603117ef_gcc_O2_arm64-0033-4140603117ef,unique-binaries/libcrypto/4140603117ef5d00ea1de400f59f39583be16cbd1bbffbc0c17cfdd399d91d10/libcrypto.so,libs/libcrypto/4140603117ef5d00ea1de400f59f39583be16cbd1bbffbc0c17cfdd399d91d10/libcrypto.so,stage2/cp/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0033-4140603117ef__ref__openssl-1.0.1g__version_same.json,logs/stage2/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0033-4140603117ef__ref__openssl-1.0.1g__version_same.log,trajectories/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0033-4140603117ef__ref__openssl-1.0.1g__version_same,"Fast-path unique strings unavailable. Prioritized decompiled path did not expose asm-specific semantics: BN_div is only a wrapper that checks divisor errors and delegates to sub_2716B0, with no visible bn_div_3_words quotient-estimation helper; BN_MONT_CTX_set uses generic BN_div/BN_mod_inverse setup logic and no CPU/assembler dispatch or gather/scatter Montgomery fast path appeared before path exhaustion."
android,com.familydollar.apk,93746da86198b4ba6d8fb9533a39ed7ef953f46ee6689124b5b0f7509242f352,lib/arm64-v8a/libreactnativequickcrypto.so,libcrypto,libreactnativequickcrypto.so,44d947dfa03772f9c1a37e41e94c1874d8e9dbcf211bc1ed79891c526bb8e393,arm64-v8a,arm64,arm64-0034-44d947dfa037,openssl,1.0.1g,asm,on,1,1,bench/bin/openssl-1.0.1g/asm/stripped/on/android_libcrypto_0034_44d947dfa037_gcc_O2_arm64-0034-44d947dfa037,unique-binaries/libcrypto/44d947dfa03772f9c1a37e41e94c1874d8e9dbcf211bc1ed79891c526bb8e393/libreactnativequickcrypto.so,libs/libcrypto/44d947dfa03772f9c1a37e41e94c1874d8e9dbcf211bc1ed79891c526bb8e393/libreactnativequickcrypto.so,stage2/cp/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0034-44d947dfa037__ref__openssl-1.0.1g__version_same.json,logs/stage2/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0034-44d947dfa037__ref__openssl-1.0.1g__version_same.log,trajectories/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0034-44d947dfa037__ref__openssl-1.0.1g__version_same,"Fallback decompiled path shows a CPU capability setup/dispatch routine: it maps input CPUID/HWCAP-style bits and AArch64 system registers (ID_AA64PFR0/1_EL1, ID_AA64ZFR0_EL1, ID_AA64ISAR0/1_EL1) into a global capability word qword_AE690, then sets the high initialized bit 0x8000000000000000. This is not an empty no-asm stub."
android,chat.fluffy.fluffychat.apk,bec827cf41d675cb3abbcd78f3b3dabfd802b7080b7d9879cd7dca13e71a21e9,lib/arm64-v8a/libwebcrypto.so,libcrypto,libwebcrypto.so,469578b71d7a7a28326fa1d9d3ecc3359717854fc37f51cefc0254ed2dc909a5,arm64-v8a,arm64,arm64-0035-469578b71d7a,openssl,1.0.1g,asm,off,1,1,bench/bin/openssl-1.0.1g/asm/stripped/on/android_libcrypto_0035_469578b71d7a_gcc_O2_arm64-0035-469578b71d7a,unique-binaries/libcrypto/469578b71d7a7a28326fa1d9d3ecc3359717854fc37f51cefc0254ed2dc909a5/libwebcrypto.so,libs/libcrypto/469578b71d7a7a28326fa1d9d3ecc3359717854fc37f51cefc0254ed2dc909a5/libwebcrypto.so,stage2/cp/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0035-469578b71d7a__ref__openssl-1.0.1g__version_same.json,logs/stage2/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0035-469578b71d7a__ref__openssl-1.0.1g__version_same.log,trajectories/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0035-469578b71d7a__ref__openssl-1.0.1g__version_same,"Fast-path unique strings unavailable. Exhausted prioritized decompiled path; observed only generic/unrelated routines (memcmp thunk, object/cache cleanup/allocation, byte accessor, pthread rwlock wrapper) and no OPENSSL asm indicators such as CPUID setup, bn_div_3_words, or BN_mod_exp_mont_consttime gather5/scatter5 fast paths."
android,com.pnc.ecommerce.mobile.apk,0001b5ca5f7e9c211a6cd498dc62ef8c2fa4ead83f97272a42cbbddd177837ff,lib/arm64-v8a/libcrypto_1_1_1_w.so,libcrypto,libcrypto_1_1_1_w.so,47ef3e4b745b5b6d7100e8c56b0ed24263bbb2d8685486ad5134a8ecd18e4488,arm64-v8a,arm64,arm64-0036-47ef3e4b745b,openssl,1.0.1g,asm,off,1,1,bench/bin/openssl-1.0.1g/asm/stripped/on/android_libcrypto_0036_47ef3e4b745b_gcc_O2_arm64-0036-47ef3e4b745b,unique-binaries/libcrypto/47ef3e4b745b5b6d7100e8c56b0ed24263bbb2d8685486ad5134a8ecd18e4488/libcrypto_1_1_1_w.so,libs/libcrypto/47ef3e4b745b5b6d7100e8c56b0ed24263bbb2d8685486ad5134a8ecd18e4488/libcrypto_1_1_1_w.so,stage2/cp/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0036-47ef3e4b745b__ref__openssl-1.0.1g__version_same.json,logs/stage2/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0036-47ef3e4b745b__ref__openssl-1.0.1g__version_same.log,trajectories/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0036-47ef3e4b745b__ref__openssl-1.0.1g__version_same,"Fast-path unique strings were unavailable. The prioritized decompiled path did not expose the expected asm-enabled semantics: BN_div only checks divide-by-zero/top-word errors then delegates to sub_138A00, with no visible bn_div_3_words quotient-estimation fast path; the other reviewed functions (BN_MONT_CTX_set, BN_mod_mul_montgomery wrapper, RAND_poll, RSA/X509 helpers) showed generic C-level control flow and no CPUID setup, OPENSSL_ia32cap handling, gather5/scatter5 Montgomery table helpers, or assembler CPU-dispatch logic."
android,dev.obfusk.jiten.apk,30f27ae4a32e62d3ec87b349802c52a6ce19636e78840cf0c8952a6ab30bf9b2,lib/arm64-v8a/libcrypto1.1.so,libcrypto,libcrypto1.1.so,499a19ace634cb43f487dd1e10aacde9eafb074ab636c9c0951c4b1701bfb245,arm64-v8a,arm64,arm64-0037-499a19ace634,openssl,1.0.1g,asm,off,1,1,bench/bin/openssl-1.0.1g/asm/stripped/on/android_libcrypto_0037_499a19ace634_gcc_O2_arm64-0037-499a19ace634,unique-binaries/libcrypto/499a19ace634cb43f487dd1e10aacde9eafb074ab636c9c0951c4b1701bfb245/libcrypto1.1.so,libs/libcrypto/499a19ace634cb43f487dd1e10aacde9eafb074ab636c9c0951c4b1701bfb245/libcrypto1.1.so,stage2/cp/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0037-499a19ace634__ref__openssl-1.0.1g__version_same.json,logs/stage2/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0037-499a19ace634__ref__openssl-1.0.1g__version_same.log,trajectories/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0037-499a19ace634__ref__openssl-1.0.1g__version_same,"Fast-path unique strings unavailable. Prioritized decompiled path showed BN_div only validating the divisor then delegating to a generic helper, BN_MONT_CTX_set using ordinary BN_div/BN_mod_inverse setup, and portable table/bitwise arithmetic code; no observed CPUID setup, CPU-capability dispatch, bn_div_3_words assembler helper call, or BN_mod_exp_mont_consttime gather5/scatter5 Montgomery fast path."
android,com.generalcomp.sannce.apk,fa8256a05a3bd5ced7ab4556a5a1e10bc135fd5c92f5c79fb861b9146cdb6da9,lib/arm64-v8a/libcrypto.so,libcrypto,libcrypto.so,4b8f77213d4b4a21c1cdbef5d3ff13631241f82bf43c72303dbe8def41fb1187,arm64-v8a,arm64,arm64-0038-4b8f77213d4b,openssl,1.0.1g,asm,on,1,1,bench/bin/openssl-1.0.1g/asm/stripped/on/android_libcrypto_0038_4b8f77213d4b_gcc_O2_arm64-0038-4b8f77213d4b,unique-binaries/libcrypto/4b8f77213d4b4a21c1cdbef5d3ff13631241f82bf43c72303dbe8def41fb1187/libcrypto.so,libs/libcrypto/4b8f77213d4b4a21c1cdbef5d3ff13631241f82bf43c72303dbe8def41fb1187/libcrypto.so,stage2/cp/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0038-4b8f77213d4b__ref__openssl-1.0.1g__version_same.json,logs/stage2/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0038-4b8f77213d4b__ref__openssl-1.0.1g__version_same.log,trajectories/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0038-4b8f77213d4b__ref__openssl-1.0.1g__version_same,"OPENSSL_cpuid_setup is a non-empty CPU capability initializer: it reads getenv(""OPENSSL_armcap""), populates OPENSSL_armcap_P, uses getauxval(AT_HWCAP) or signal-protected probe calls (armv7_neon_probe, armv8_aes_probe, armv8_pmull_probe, armv8_sha1_probe, armv8_sha256_probe) and sets capability bits. BN_mod_exp_mont_consttime also contains fixed-top Montgomery operations and a table selection helper path."
android,com.loudtalks.apk,04872e916d295e3867a5be9e4e814df1d36af90d1380c672ecfc8e686a6606cf,lib/arm64-v8a/libzello.openssl.so,libcrypto,libzello.openssl.so,525de7705b3dad59f7e8f4e2743622872b56326593307e6282550af4fc72402d,arm64-v8a,arm64,arm64-0043-525de7705b3d,openssl,1.0.1g,asm,off,1,1,bench/bin/openssl-1.0.1g/asm/stripped/on/android_libcrypto_0043_525de7705b3d_gcc_O2_arm64-0043-525de7705b3d,unique-binaries/libcrypto/525de7705b3dad59f7e8f4e2743622872b56326593307e6282550af4fc72402d/libzello.openssl.so,libs/libcrypto/525de7705b3dad59f7e8f4e2743622872b56326593307e6282550af4fc72402d/libzello.openssl.so,stage2/cp/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0043-525de7705b3d__ref__openssl-1.0.1g__version_same.json,logs/stage2/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0043-525de7705b3d__ref__openssl-1.0.1g__version_same.log,trajectories/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0043-525de7705b3d__ref__openssl-1.0.1g__version_same,"Fast path was unavailable. The prioritized decompiled path only showed portable/generic C-style routines: limb comparison loops (sub_3E8CC and sub_3EB6C), zero initialization (sub_3E0B8), a table-pointer accessor, and cleanup logic. No CPU capability setup, OPENSSL_ia32cap parsing/CPUID helper, bn_div_3_words call, or Montgomery gather5/scatter5 fast-path calls were observed before PATH_EXHAUSTED."
android,com.freerdp.afreerdp.apk,d04335448f8d17965247b87dd871dc12f8050ed442774d630ac5b0b52b6a0673,lib/arm64-v8a/libcrypto.so,libcrypto,libcrypto.so,5e3597235d3d475eb22075ab4c1d5c5a50a5c07ae9421631d6cb8da5e6802abe,arm64-v8a,arm64,arm64-0045-5e3597235d3d,openssl,1.0.1g,asm,on,1,1,bench/bin/openssl-1.0.1g/asm/stripped/on/android_libcrypto_0045_5e3597235d3d_gcc_O2_arm64-0045-5e3597235d3d,unique-binaries/libcrypto/5e3597235d3d475eb22075ab4c1d5c5a50a5c07ae9421631d6cb8da5e6802abe/libcrypto.so,libs/libcrypto/5e3597235d3d475eb22075ab4c1d5c5a50a5c07ae9421631d6cb8da5e6802abe/libcrypto.so,stage2/cp/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0045-5e3597235d3d__ref__openssl-1.0.1g__version_same.json,logs/stage2/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0045-5e3597235d3d__ref__openssl-1.0.1g__version_same.log,trajectories/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0045-5e3597235d3d__ref__openssl-1.0.1g__version_same,"Fast path unavailable. Prioritized decompiled path contains OpenSSL BN assembler fast paths: bn_mul_mont dispatches to _bn_sqr8x_mont when word count is divisible by 8 and to _bn_mul4x_mont when divisible by 4, otherwise executes Montgomery multiplication inline; BN_div wrapper calls bn_div_fixed_top after bn_div.c checks."
android,net.cozic.joplin.apk,063b99568a52be5768bf5942ab2b905b830233aeb9f0eac6e9b5a68013c9b3ab,lib/arm64-v8a/libreactnativequickcrypto.so,libcrypto,libreactnativequickcrypto.so,5f7f73991ea9a1e853bd8474ee383088e8ec1b9b605dff8bee9bcfcfb571058d,arm64-v8a,arm64,arm64-0046-5f7f73991ea9,openssl,1.0.1g,asm,on,1,1,bench/bin/openssl-1.0.1g/asm/stripped/on/android_libcrypto_0046_5f7f73991ea9_gcc_O2_arm64-0046-5f7f73991ea9,unique-binaries/libcrypto/5f7f73991ea9a1e853bd8474ee383088e8ec1b9b605dff8bee9bcfcfb571058d/libreactnativequickcrypto.so,libs/libcrypto/5f7f73991ea9a1e853bd8474ee383088e8ec1b9b605dff8bee9bcfcfb571058d/libreactnativequickcrypto.so,stage2/cp/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0046-5f7f73991ea9__ref__openssl-1.0.1g__version_same.json,logs/stage2/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0046-5f7f73991ea9__ref__openssl-1.0.1g__version_same.log,trajectories/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0046-5f7f73991ea9__ref__openssl-1.0.1g__version_same,"Fallback path found a non-empty CPU capability setup/translation routine (sub_9AD48) that maps input feature bits and AArch64 system register probes into global capability word qword_AE828, including reads of ID_AA64PFR1_EL1, ID_AA64PFR0_EL1, ID_AA64ZFR0_EL1, ID_AA64ISAR0_EL1, and ID_AA64ISAR1_EL1, then marks qword_AE828 with 0x8000000000000000 as initialized."
android,com.gnethomelinux.midistrum.apk,dbf961e8b328247b0ec05b95d7ed2e5c65d148b424cda0c51e0936fd5d2ee2c8,lib/arm64-v8a/libcrypto1.1.so,libcrypto,libcrypto1.1.so,6825c20f81d1a015d310fe46054275ccf6946804dbf07302a7d01d0e98975f2b,arm64-v8a,arm64,arm64-0048-6825c20f81d1,openssl,1.0.1g,asm,on,1,1,bench/bin/openssl-1.0.1g/asm/stripped/on/android_libcrypto_0048_6825c20f81d1_gcc_O2_arm64-0048-6825c20f81d1,unique-binaries/libcrypto/6825c20f81d1a015d310fe46054275ccf6946804dbf07302a7d01d0e98975f2b/libcrypto1.1.so,libs/libcrypto/6825c20f81d1a015d310fe46054275ccf6946804dbf07302a7d01d0e98975f2b/libcrypto1.1.so,stage2/cp/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0048-6825c20f81d1__ref__openssl-1.0.1g__version_same.json,logs/stage2/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0048-6825c20f81d1__ref__openssl-1.0.1g__version_same.log,trajectories/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0048-6825c20f81d1__ref__openssl-1.0.1g__version_same,"Fast-path disabled-ASM unique strings were absent. In the prioritized decompiled path, BN_div is a small wrapper that checks divisor validity/top limb and delegates the actual division to sub_15AFA0, rather than containing the portable C multiword division body; BN_mod_mul_montgomery similarly delegates Montgomery multiplication to sub_166D94 before fixing the result top."
android,net.gcompris.full.apk,bd20bef6f4b041fa2564630126d67b06edf69e98711f5f3ee07b098d99a32b2f,lib/arm64-v8a/libcrypto_3.so,libcrypto,libcrypto_3.so,6f75960c06110452e667a67f9257b01c85d310ca7606a8541b1b8dbf5fd7a3cc,arm64-v8a,arm64,arm64-0051-6f75960c0611,openssl,1.0.1g,asm,off,1,1,bench/bin/openssl-1.0.1g/asm/stripped/on/android_libcrypto_0051_6f75960c0611_gcc_O2_arm64-0051-6f75960c0611,unique-binaries/libcrypto/6f75960c06110452e667a67f9257b01c85d310ca7606a8541b1b8dbf5fd7a3cc/libcrypto_3.so,libs/libcrypto/6f75960c06110452e667a67f9257b01c85d310ca7606a8541b1b8dbf5fd7a3cc/libcrypto_3.so,stage2/cp/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0051-6f75960c0611__ref__openssl-1.0.1g__version_same.json,logs/stage2/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0051-6f75960c0611__ref__openssl-1.0.1g__version_same.log,trajectories/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0051-6f75960c0611__ref__openssl-1.0.1g__version_same,"Fast-path unique strings were unavailable. In the explored prioritized decompiled path, BN_div only performs zero/error checks then delegates to a generic internal division routine; no visible bn_div_3_words assembler quotient-estimation call was observed. BN_MONT_CTX_set uses ordinary BN_div/BN arithmetic setup, and no CPUID/capability dispatch or gather5/scatter5 Montgomery asm fast path appeared before path exhaustion."
android,net.gcompris.full.apk,bd20bef6f4b041fa2564630126d67b06edf69e98711f5f3ee07b098d99a32b2f,lib/arm64-v8a/libplugins_tls_qopensslbackend_arm64-v8a.so,libcrypto,libplugins_tls_qopensslbackend_arm64-v8a.so,70a94b2c5e5574b4e2eb3db9b225bb1e27263e43fb01a36e4d73d7b90066d8f0,arm64-v8a,arm64,arm64-0052-70a94b2c5e55,openssl,1.0.1g,asm,off,1,1,bench/bin/openssl-1.0.1g/asm/stripped/on/android_libcrypto_0052_70a94b2c5e55_gcc_O2_arm64-0052-70a94b2c5e55,unique-binaries/libcrypto/70a94b2c5e5574b4e2eb3db9b225bb1e27263e43fb01a36e4d73d7b90066d8f0/libplugins_tls_qopensslbackend_arm64-v8a.so,libs/libcrypto/70a94b2c5e5574b4e2eb3db9b225bb1e27263e43fb01a36e4d73d7b90066d8f0/libplugins_tls_qopensslbackend_arm64-v8a.so,stage2/cp/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0052-70a94b2c5e55__ref__openssl-1.0.1g__version_same.json,logs/stage2/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0052-70a94b2c5e55__ref__openssl-1.0.1g__version_same.log,trajectories/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0052-70a94b2c5e55__ref__openssl-1.0.1g__version_same,"Fast-path unique strings unavailable. The prioritized decompiled path was exhausted; observed functions were Qt SSL/authenticator/store/certificate handling and small generic helpers, with no OPENSSL_cpuid_setup getenv/CPUID capability initialization, no BN_mod_exp_mont_consttime window==5 gather5/scatter5 Montgomery fast path, and no BN_div call to bn_div_3_words."
android,com.ringapp.apk,31c06a9f09c76971e49fb182c29ec19a1b90f776d51bf2025d5f65db65934a83,lib/arm64-v8a/libcrypto.so,libcrypto,libcrypto.so,735acdef33ffa68df4a2e4b09d6dcf2a4b973e04be011a3f1b7e373b4182e8e7,arm64-v8a,arm64,arm64-0053-735acdef33ff,openssl,1.0.1g,asm,on,1,1,bench/bin/openssl-1.0.1g/asm/stripped/on/android_libcrypto_0053_735acdef33ff_gcc_O2_arm64-0053-735acdef33ff,unique-binaries/libcrypto/735acdef33ffa68df4a2e4b09d6dcf2a4b973e04be011a3f1b7e373b4182e8e7/libcrypto.so,libs/libcrypto/735acdef33ffa68df4a2e4b09d6dcf2a4b973e04be011a3f1b7e373b4182e8e7/libcrypto.so,stage2/cp/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0053-735acdef33ff__ref__openssl-1.0.1g__version_same.json,logs/stage2/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0053-735acdef33ff__ref__openssl-1.0.1g__version_same.log,trajectories/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0053-735acdef33ff__ref__openssl-1.0.1g__version_same,"OPENSSL_cpuid_setup is a non-empty CPU capability initialization routine: it calls getauxval(AT_HWCAP=0x10), tests ARM hardware-capability bits, and sets OPENSSL_armcap_P flags (1, 4, 0x20, 8, 0x10, 0x40). BN_div shown uses portable bn_div_rem_words rather than a BN_DIV3W fast path, but the CPUID/armcap setup demonstrates platform capability dispatch support is compiled in."
android,fr.anuman.HomeDesign3D.apk,4d35fc684955378e0fa32a81ccf5e19066aa280cbd6889694c3da6df48315f46,lib/arm64-v8a/libcrypto_1_1.so,libcrypto,libcrypto_1_1.so,7767e21e851af129c31b3e3699c8019ce1f3f1c29913276863583399434d1579,arm64-v8a,arm64,arm64-0056-7767e21e851a,openssl,1.0.1g,asm,on,1,1,bench/bin/openssl-1.0.1g/asm/stripped/on/android_libcrypto_0056_7767e21e851a_gcc_O2_arm64-0056-7767e21e851a,unique-binaries/libcrypto/7767e21e851af129c31b3e3699c8019ce1f3f1c29913276863583399434d1579/libcrypto_1_1.so,libs/libcrypto/7767e21e851af129c31b3e3699c8019ce1f3f1c29913276863583399434d1579/libcrypto_1_1.so,stage2/cp/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0056-7767e21e851a__ref__openssl-1.0.1g__version_same.json,logs/stage2/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0056-7767e21e851a__ref__openssl-1.0.1g__version_same.log,trajectories/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0056-7767e21e851a__ref__openssl-1.0.1g__version_same,"Fast-path disabled-only BN fallback strings were absent. In the prioritized decompiled path, exported BN_div is only a validation/cleanup wrapper and immediately delegates the division body to an internal low-level routine sub_AF9B0; BN_mod_mul_montgomery similarly delegates the Montgomery multiply body to sub_B9974. The path did not show the OPENSSL_NO_ASM portable BN division fallback logic or its diagnostic strings."
android,net.sourceforge.kid3.apk,4e94fce901f3932f2575202eb66a2075ffd852674dd2f2cf147154ad419fc391,lib/arm64-v8a/libcrypto_3.so,libcrypto,libcrypto_3.so,783ba12acc18927583d2bace851580e1b6dba4ee2a52a60bfcf6aeac0134b674,arm64-v8a,arm64,arm64-0057-783ba12acc18,openssl,1.0.1g,asm,off,1,1,bench/bin/openssl-1.0.1g/asm/stripped/on/android_libcrypto_0057_783ba12acc18_gcc_O2_arm64-0057-783ba12acc18,unique-binaries/libcrypto/783ba12acc18927583d2bace851580e1b6dba4ee2a52a60bfcf6aeac0134b674/libcrypto_3.so,libs/libcrypto/783ba12acc18927583d2bace851580e1b6dba4ee2a52a60bfcf6aeac0134b674/libcrypto_3.so,stage2/cp/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0057-783ba12acc18__ref__openssl-1.0.1g__version_same.json,logs/stage2/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0057-783ba12acc18__ref__openssl-1.0.1g__version_same.log,trajectories/gpt55/version_same/openssl-1.0.1g/asm/openssl-1.0.1g__asm__stripped__on__gcc__O2__arm64-0057-783ba12acc18__ref__openssl-1.0.1g__version_same,"Fast-path unique strings were unavailable. In the prioritized decompiled path, BN_div only performs generic zero/divisor checks then delegates to sub_1A0008 and cleanup; BN_mod_exp_mont_consttime only delegates to sub_1A17B8 and cleanup. The explored path did not expose the expected asm-enabled semantics such as a BN_div quotient loop calling bn_div_3_words or a window==5 Montgomery gather/scatter fast path."
